MAG_AUTO_u	MAG_AUTO_g	MAG_AUTO_r	MAG_AUTO_i	u-r	r-i	class
continuous	continuous	continuous	continuous	continuous	continuous	0 1
						class
21.1421	20.6474	20.5185	20.6708	0.624	-0.152	1
21.7709	20.6307	20.3259	19.9804	1.445	0.345	1
21.8186	20.9821	20.9054	21.2055	0.913	-0.300	1
21.6486	20.9415	20.8908	20.9475	0.758	-0.057	1
22.2424	21.5505	21.5471	21.4008	0.695	0.146	1
22.9642	21.3337	21.0377	21.1225	1.926	-0.085	1
23.2718	20.6373	20.6266	20.6252	2.645	0.001	1
22.0482	21.4053	21.4627	21.3789	0.586	0.084	1
22.1245	21.7265	21.6443	21.3306	0.480	0.314	1
21.0743	20.4162	20.4444	20.3999	0.630	0.045	1
19.6282	19.6903	19.6725	19.3202	-0.044	0.352	1
22.4314	21.2561	21.0639	21.0936	1.368	-0.030	1
21.7472	20.9769	20.6120	20.6423	1.135	-0.030	1
23.0295	21.9219	21.9144	21.8024	1.115	0.112	1
21.3181	20.5121	20.5066	20.4146	0.812	0.092	1
21.4124	20.6712	20.5375	20.5403	0.875	-0.003	1
21.1280	20.7459	20.7926	20.5292	0.335	0.263	1
22.2358	21.7089	21.8776	21.7630	0.358	0.115	1
21.0061	20.2527	20.2666	20.2176	0.740	0.049	1
21.8732	20.7697	20.4868	20.1527	1.386	0.334	1
22.0242	21.6515	21.4743	21.3505	0.550	0.124	1
22.5439	21.9228	21.8244	21.5250	0.719	0.299	1
23.1753	22.0557	21.9675	22.0335	1.208	-0.066	1
21.3726	20.8752	20.8511	20.7677	0.521	0.083	1
22.0400	21.6121	21.5226	21.3154	0.517	0.207	1
21.8019	20.9463	21.1407	21.0335	0.661	0.107	1
23.9533	20.9953	19.8418	19.7145	4.111	0.127	1
18.4040	18.1380	18.0815	17.9630	0.323	0.118	1
22.7362	21.9448	21.8439	22.0652	0.892	-0.221	1
21.0751	20.5027	20.4909	20.3453	0.584	0.146	1
21.4598	19.9728	19.8213	19.7787	1.639	0.043	1
22.7193	21.7880	21.5738	21.3691	1.146	0.205	1
20.0131	19.9437	20.0292	19.8967	-0.016	0.132	1
22.3243	21.6961	21.9190	21.7096	0.405	0.209	1
21.4825	20.8390	20.9755	20.9724	0.507	0.003	1
21.3399	20.5752	20.4454	20.4724	0.894	-0.027	1
22.5207	21.4405	21.5135	21.4154	1.007	0.098	1
22.0720	21.3032	21.3906	21.3474	0.681	0.043	1
20.5884	20.3846	20.1149	20.2194	0.473	-0.104	1
21.6362	20.5116	19.8463	19.6207	1.790	0.226	1
20.7836	19.4423	19.2427	19.1550	1.541	0.088	1
22.1016	21.4470	21.5824	21.4795	0.519	0.103	1
20.5920	20.0430	19.9795	20.0013	0.612	-0.022	1
20.6850	20.1499	20.0391	19.9850	0.646	0.054	1
22.4025	20.0183	19.8732	19.8829	2.529	-0.010	1
24.3156	21.6634	21.4164	21.3516	2.899	0.065	1
22.6415	21.8778	21.9473	22.0573	0.694	-0.110	1
21.6255	20.8612	20.7895	20.8544	0.836	-0.065	1
23.9629	21.5679	21.3705	21.1677	2.592	0.203	1
21.2655	20.4931	20.3265	20.2714	0.939	0.055	1
21.9779	21.3571	20.8611	20.3773	1.117	0.484	1
22.7295	21.6504	21.5499	21.4726	1.180	0.077	1
22.4682	21.6738	21.4779	21.3434	0.990	0.135	1
22.3590	21.3776	21.4689	21.3339	0.890	0.135	1
22.7029	21.3314	20.9199	20.8399	1.783	0.080	1
21.4637	20.5002	20.4061	20.3672	1.058	0.039	1
20.7350	20.2525	20.1806	20.1268	0.554	0.054	1
22.0209	20.5148	20.3881	20.3751	1.633	0.013	1
22.6351	21.7114	20.5868	20.1761	2.048	0.411	0
22.9887	21.7964	21.2872	21.0195	1.701	0.268	0
21.3441	20.4096	19.8973	19.5411	1.447	0.356	0
23.7673	22.4586	21.7729	21.2482	1.994	0.525	0
19.7437	19.5668	19.2661	19.3010	0.478	-0.035	0
22.2810	21.3968	20.9953	20.7558	1.286	0.240	0
22.3976	21.5267	21.0898	20.9375	1.308	0.152	0
23.4134	22.2139	21.3438	20.8413	2.070	0.503	0
20.8900	19.3470	18.7652	18.5671	2.125	0.198	0
23.1128	19.9400	18.4632	16.7230	4.650	1.740	0
20.8856	19.7971	19.4418	19.2620	1.444	0.180	0
21.5723	18.9118	17.8274	17.4010	3.745	0.426	0
22.0445	20.1970	19.4950	19.2569	2.549	0.238	0
19.9413	18.2804	17.6778	17.4253	2.264	0.252	0
24.7080	22.1690	21.2180	20.7700	3.490	0.448	0
15.4433	15.7592	15.5975	14.7064	-0.154	0.891	0
19.7988	18.7091	18.3457	18.1683	1.453	0.177	0
22.7260	22.1572	21.4795	21.1160	1.247	0.364	0
19.5070	18.2659	17.7990	17.6505	1.708	0.149	0
23.3033	20.1536	18.7355	17.3501	4.568	1.385	0
23.7882	22.1863	21.5461	21.4454	2.242	0.101	0
22.1785	21.2455	20.8140	20.6791	1.365	0.135	0
22.3862	22.0245	21.4830	21.2745	0.903	0.208	0
22.7432	19.9475	18.5904	17.5208	4.153	1.070	0
23.3987	22.0755	21.3751	21.0975	2.024	0.278	0
24.2191	22.2970	21.3200	21.0231	2.899	0.297	0
22.3275	21.1663	20.8974	20.8142	1.430	0.083	0
22.9817	22.4780	21.7874	21.4385	1.194	0.349	0
21.7700	20.7521	20.3559	20.1491	1.414	0.207	0
22.1374	19.4166	18.0164	17.3657	4.121	0.651	0
25.3484	21.9317	20.4427	19.2598	4.906	1.183	0
22.1163	21.6280	20.6831	20.3756	1.433	0.307	0
24.2584	22.2076	21.4208	20.9067	2.838	0.514	0
19.1639	17.9737	17.5460	17.3457	1.618	0.200	0
22.6304	21.8923	20.9306	20.2134	1.700	0.717	0
19.4980	18.4624	18.1634	18.0521	1.335	0.111	0
22.3578	22.0078	21.8481	21.4944	0.510	0.354	0
24.0457	22.2835	21.3205	20.9327	2.725	0.388	0
21.9034	19.0733	17.6774	16.9953	4.226	0.682	0
22.0154	21.1189	20.7728	20.5662	1.243	0.207	0
23.4603	21.3934	20.6271	20.2636	2.833	0.364	0
23.0151	21.0831	20.2600	19.7689	2.755	0.491	0
23.0181	20.2345	18.8930	18.1740	4.125	0.719	0
23.2983	22.0856	21.6584	21.3121	1.640	0.346	0
24.8150	22.2508	21.4409	21.1921	3.374	0.249	0
21.7294	20.7410	20.4911	20.3068	1.238	0.184	0
22.8535	21.4842	21.0366	20.7267	1.817	0.310	0
23.3730	22.5698	21.8168	21.2708	1.556	0.546	0
21.6870	19.1415	17.8288	17.1626	3.858	0.666	0
21.9894	20.8433	20.4341	20.2227	1.555	0.211	0
20.4118	19.3971	19.0950	18.9641	1.317	0.131	0
18.9819	17.7662	17.2898	17.0498	1.692	0.240	0
19.8291	18.9195	18.6294	18.4675	1.200	0.162	0
20.6028	19.4415	19.0065	18.8512	1.596	0.155	0
23.8193	21.4761	20.6527	20.2721	3.167	0.381	0
23.7222	22.1574	21.4879	21.1917	2.234	0.296	0
22.2489	22.2200	21.6773	21.2245	0.572	0.453	0
23.4769	21.5408	20.7267	20.3478	2.750	0.379	0
21.8096	20.1521	19.4184	19.1076	2.391	0.311	0
21.2302	18.7952	17.8000	17.3588	3.430	0.441	0
23.4015	21.9245	21.4617	21.1132	1.940	0.349	0
20.5394	19.5465	19.2357	19.1356	1.304	0.100	0
20.8903	19.9280	19.7783	19.7146	1.112	0.064	0
20.7291	19.2464	18.6470	18.4156	2.082	0.231	0
25.5527	21.7342	21.4321	21.2632	4.121	0.169	0
24.5589	22.6003	21.9025	21.7145	2.656	0.188	0
23.8173	21.3216	20.1120	19.5771	3.705	0.535	0
19.6926	18.4537	17.9954	17.7581	1.697	0.237	0
22.6175	21.9782	21.4404	21.1299	1.177	0.310	0
22.6425	21.2827	20.2567	19.4878	2.386	0.769	0
22.7925	20.7391	20.3062	20.0039	2.486	0.302	0
24.0229	22.2615	20.9364	20.3731	3.087	0.563	0
23.9272	21.8478	21.0723	20.7915	2.855	0.281	0
23.7958	21.3339	20.2560	19.8045	3.540	0.451	0
21.2796	20.1567	19.5635	19.2335	1.716	0.330	0
21.0967	20.0567	19.5979	19.4208	1.499	0.177	0
22.0007	19.3329	17.8316	16.8497	4.169	0.982	0
18.9807	17.7974	17.4216	17.2625	1.559	0.159	0
15.2667	15.5958	15.4423	14.5733	-0.176	0.869	0
24.1539	22.4593	21.8842	21.5778	2.270	0.306	0
22.9236	21.5722	21.0493	20.8008	1.874	0.248	0
22.5609	19.9761	18.6413	17.9952	3.920	0.646	0
22.8330	20.0532	18.5214	17.3390	4.312	1.182	0
23.0361	21.8954	21.4993	21.3208	1.537	0.178	0
23.4945	22.2273	21.9051	21.6615	1.589	0.244	0
22.8266	22.3599	21.9414	21.4171	0.885	0.524	0
20.8454	19.8489	19.6447	19.5212	1.201	0.123	0
23.5557	22.8409	21.7842	21.2474	1.771	0.537	0
22.1776	22.3119	21.7393	21.6732	0.438	0.066	0
20.8538	19.8127	19.4770	19.3749	1.377	0.102	0
22.3899	20.9583	20.2100	19.7372	2.180	0.473	0
24.3582	21.3305	20.0008	18.6816	4.357	1.319	0
24.1772	22.9521	21.6299	21.3768	2.547	0.253	0
20.5289	19.5273	19.2667	19.1400	1.262	0.127	0
22.9778	21.7887	21.1751	20.9108	1.803	0.264	0
23.2130	21.5359	20.9331	20.6396	2.280	0.293	0
20.5877	17.9412	16.8051	16.3420	3.783	0.463	0
21.5509	21.4040	21.4739	21.5617	0.077	-0.088	0
20.8984	19.7704	19.3246	19.0449	1.574	0.280	0
23.6421	22.4379	21.8620	21.1431	1.780	0.719	0
23.2940	21.5683	20.3209	19.8245	2.973	0.496	0
23.3428	22.1018	21.7433	21.6104	1.600	0.133	0
19.9629	19.5377	19.2440	18.9985	0.719	0.245	0
23.4498	21.4007	20.8984	20.5983	2.551	0.300	0
23.6341	22.4559	21.6106	20.9956	2.024	0.615	0
23.9320	21.9778	21.0968	21.0159	2.835	0.081	0
21.5197	20.4463	20.0797	19.9193	1.440	0.160	0
24.2577	21.3967	20.0101	19.1995	4.248	0.811	0
22.7008	21.5579	21.0622	20.9615	1.639	0.101	0
23.2314	22.0247	21.6643	21.3312	1.567	0.333	0
23.5122	22.3876	21.2642	20.8060	2.248	0.458	0
23.9041	22.4879	21.8708	21.6655	2.033	0.205	0
22.9982	20.4871	19.3999	18.9477	3.598	0.452	0
23.7744	21.0213	19.7135	19.1539	4.061	0.560	0
22.0041	19.3078	18.0908	17.5185	3.913	0.572	0
23.7864	21.2080	19.9109	18.6314	3.875	1.280	0
21.5067	19.1643	18.1087	17.6870	3.398	0.422	0
25.1940	22.8729	21.7710	21.5209	3.423	0.250	0
24.0634	22.3045	21.3986	21.0590	2.665	0.340	0
22.6608	21.8223	21.0094	20.6261	1.651	0.383	0
24.2637	22.6341	21.9805	22.0029	2.283	-0.022	0
23.9057	22.0547	21.4647	20.9671	2.441	0.498	0
22.0923	19.9049	18.9876	18.6396	3.105	0.348	0
24.3155	22.3325	21.4403	21.2363	2.875	0.204	0
21.2658	20.1433	19.6728	19.3813	1.593	0.292	0
19.4597	18.4900	18.2954	18.1809	1.164	0.115	0
23.0631	22.1292	21.3807	21.0632	1.682	0.317	0
22.6750	21.8604	21.2764	21.0367	1.399	0.240	0
22.4410	19.8306	18.5065	17.6801	3.934	0.826	0
21.9996	20.0165	19.1748	18.8687	2.825	0.306	0
23.1159	22.1102	21.2623	20.6830	1.854	0.579	0
21.8567	20.5758	20.0320	19.7825	1.825	0.250	0
23.5840	22.7165	21.4234	20.7226	2.161	0.701	0
24.6904	21.9870	20.6670	19.5333	4.023	1.134	0
23.1441	22.3638	21.8695	21.6218	1.275	0.248	0
23.2364	22.2017	21.8296	21.7620	1.407	0.068	0
24.0172	21.9516	21.3329	20.4443	2.684	0.889	0
23.6326	22.4572	21.9004	21.5419	1.732	0.358	0
24.0932	22.4460	21.3918	20.7951	2.701	0.597	0
22.7683	21.4108	20.8170	20.4303	1.951	0.387	0
24.0157	22.6068	21.4920	21.4595	2.524	0.033	0
24.0904	21.3996	20.1050	19.6644	3.985	0.441	0
20.0360	18.7656	18.1994	17.9958	1.837	0.204	0
21.9410	19.4078	18.3361	17.8386	3.605	0.497	0
23.4126	24.0815	21.7927	20.7843	1.620	1.008	0
22.1398	20.9845	20.5645	20.3528	1.575	0.212	0
23.9106	22.6871	21.6772	21.3959	2.233	0.281	0
22.1677	19.9534	18.9503	18.5439	3.217	0.406	0
23.8307	20.9057	19.6251	18.3985	4.206	1.227	0
21.5168	18.6972	17.3233	16.4149	4.194	0.908	0
25.5932	22.8660	21.8411	21.3845	3.752	0.457	0
22.1293	19.4923	18.3232	17.8374	3.806	0.486	0
23.9000	21.9105	20.1510	19.5211	3.749	0.630	0
24.0710	21.0545	19.6455	18.3859	4.425	1.260	0
23.2400	20.4710	19.1952	18.6317	4.045	0.563	0
23.5809	22.7601	21.9802	21.6658	1.601	0.314	0
23.7369	22.4710	21.9555	21.7948	1.781	0.161	0
23.6714	20.9189	19.5772	18.5780	4.094	0.999	0
22.6624	20.6570	19.7952	19.4245	2.867	0.371	0
23.2448	22.5966	21.6106	21.0794	1.634	0.531	0
22.5799	19.7958	18.3805	17.6909	4.199	0.690	0
21.7050	20.5775	20.2414	20.0911	1.464	0.150	0
21.6941	20.7660	20.5210	20.3404	1.173	0.181	0
19.1729	17.8834	17.4526	17.2426	1.720	0.210	0
21.9952	20.9318	20.7753	20.6310	1.220	0.144	0
23.1462	20.0688	18.6401	17.4927	4.506	1.147	0
22.5442	21.7488	21.4491	21.4372	1.095	0.012	0
23.5263	22.7174	21.9995	21.8576	1.527	0.142	0
23.3400	22.4903	21.8871	21.8478	1.453	0.039	0
22.2453	22.0335	21.4496	21.3295	0.796	0.120	0
22.4202	19.8884	18.5085	17.0206	3.912	1.488	0
22.7806	19.8812	18.5018	17.7118	4.279	0.790	0
23.1609	22.1551	21.3279	21.0690	1.833	0.259	0
22.8485	21.5736	21.1130	21.0071	1.735	0.106	0
21.9933	20.9772	20.7349	20.6071	1.258	0.128	0
22.3371	21.3733	20.8948	20.5958	1.442	0.299	0
21.1081	19.2756	18.4985	18.2349	2.610	0.264	0
21.6169	20.6090	20.2830	20.1238	1.334	0.159	0
24.6636	23.3069	21.7471	21.1734	2.917	0.574	0
24.1762	20.9308	19.5597	18.5061	4.617	1.054	0
21.3218	20.3709	20.0563	19.9044	1.266	0.152	0
22.3653	21.4384	20.4598	19.9125	1.905	0.547	0
22.3768	19.5603	18.1350	17.1891	4.242	0.946	0
22.9973	21.9829	21.5328	21.4276	1.464	0.105	0
21.1087	20.1869	19.8763	19.7305	1.232	0.146	0
19.6416	18.2192	17.6743	17.4176	1.967	0.257	0
20.8066	19.7767	19.3844	19.0637	1.422	0.321	0
22.9728	21.6321	21.5527	21.6761	1.420	-0.123	0
22.0903	22.0664	21.9580	21.6704	0.132	0.288	0
23.7328	21.8501	21.1471	20.7968	2.586	0.350	0
19.5768	17.8067	17.1787	16.9344	2.398	0.244	0
25.7631	22.1995	21.0969	20.6750	4.666	0.422	0
21.5125	21.3151	21.4631	20.9331	0.049	0.530	0
24.8806	22.7517	21.8056	21.4953	3.075	0.310	0
23.8674	22.3756	21.9268	21.4820	1.941	0.445	0
23.2703	22.1701	21.1730	20.4947	2.097	0.678	0
24.0748	22.4494	21.9272	22.2389	2.148	-0.312	0
24.1218	22.6639	21.5539	21.6965	2.568	-0.143	0
21.9734	21.0025	20.7882	20.6417	1.185	0.146	0
22.9866	20.4387	19.0422	18.5361	3.944	0.506	0
24.2424	22.4269	21.7778	21.4793	2.465	0.299	0
23.1752	21.6937	21.2512	20.9084	1.924	0.343	0
23.3210	20.6014	19.2812	18.1370	4.040	1.144	0
23.1492	20.4189	18.9334	18.3865	4.216	0.547	0
21.6358	20.8544	20.3933	20.0653	1.243	0.328	0
22.3826	21.3739	20.5962	20.2708	1.786	0.325	0
23.0087	20.3155	18.9561	18.1698	4.053	0.786	0
24.7729	22.2667	20.6708	19.8722	4.102	0.799	0
24.3951	22.5246	21.7733	21.4305	2.622	0.343	0
21.4557	21.3497	21.4912	21.0877	-0.035	0.403	0
22.8401	21.5389	20.7359	20.3843	2.104	0.352	0
24.8450	21.6842	20.4191	19.4739	4.426	0.945	0
20.6262	18.6258	17.8840	17.5772	2.742	0.307	0
25.3884	22.7643	21.8922	20.9427	3.496	0.950	0
22.3754	20.4518	19.7028	19.4281	2.673	0.275	0
22.4904	21.1284	20.7060	20.4912	1.784	0.215	0
22.4603	21.1122	20.5057	20.1548	1.955	0.351	0
23.0210	21.9193	21.1185	20.6937	1.903	0.425	0
22.2628	20.1978	19.3930	19.0447	2.870	0.348	0
24.2538	22.9648	21.7814	21.0680	2.472	0.713	0
22.9150	22.0606	21.6130	21.2830	1.302	0.330	0
24.1010	21.7744	20.8376	20.5387	3.263	0.299	0
21.0507	19.9134	19.5514	19.3232	1.499	0.228	0
23.2699	20.6739	19.4838	18.9881	3.786	0.496	0
21.3263	18.5483	17.1106	16.2940	4.216	0.817	0
21.2775	21.2294	21.3879	20.9661	-0.110	0.422	0
23.3965	22.6864	21.8512	21.5036	1.545	0.348	0
20.9899	19.9529	19.7139	19.5698	1.276	0.144	0
24.4962	21.2995	19.8545	18.3215	4.642	1.533	0
22.5591	22.2628	21.3870	21.0297	1.172	0.357	0
24.1258	21.0450	19.7636	19.0718	4.362	0.692	0
21.0774	19.8040	19.3198	19.1011	1.758	0.219	0
23.3629	21.8092	21.3648	21.1287	1.998	0.236	0
24.6532	22.6901	21.8696	21.7342	2.784	0.135	0
22.9274	22.0077	21.2848	20.7890	1.643	0.496	0
23.5879	21.9021	21.1784	20.8940	2.410	0.284	0
22.5324	21.5570	21.1224	20.8750	1.410	0.247	0
24.4587	21.3361	20.0162	19.4208	4.443	0.595	0
23.0219	22.0049	21.5902	21.5002	1.432	0.090	0
23.0919	22.4195	21.5455	21.4103	1.546	0.135	0
22.5029	21.3963	20.9714	20.8227	1.531	0.149	0
23.2477	22.1952	21.3086	20.8538	1.939	0.455	0
23.5234	22.6247	21.6581	21.1395	1.865	0.519	0
23.7634	21.8961	20.5446	20.0322	3.219	0.512	0
22.1639	21.4716	21.1902	20.9914	0.974	0.199	0
23.3390	22.3559	21.4798	21.2590	1.859	0.221	0
21.7638	20.5029	20.0004	19.7994	1.763	0.201	0
22.6232	19.7951	18.2921	17.7870	4.331	0.505	0
22.3887	20.7549	20.1543	19.8726	2.234	0.282	0
22.7562	21.4737	20.9068	20.5789	1.849	0.328	0
20.0713	18.0687	17.2974	17.0088	2.774	0.289	0
22.5192	21.6614	21.3901	21.2601	1.129	0.130	0
21.6232	20.8381	20.4330	20.0846	1.190	0.348	0
23.1560	21.8101	20.6786	19.8150	2.477	0.864	0
23.1196	20.4962	19.1893	18.5106	3.930	0.679	0
23.9321	20.9843	19.7266	19.1807	4.205	0.546	0
23.4310	22.2693	21.9519	21.8848	1.479	0.067	0
23.2824	22.5386	21.1904	20.0413	2.092	1.149	0
22.1985	21.0721	20.7749	20.6045	1.424	0.170	0
25.0404	21.4798	20.1150	18.6924	4.925	1.423	0
22.0237	21.2101	20.5755	20.4131	1.448	0.162	0
24.8670	22.0758	21.7973	21.4968	3.070	0.301	0
22.5022	21.2877	20.8497	20.4716	1.652	0.378	0
24.3561	22.7754	21.9437	21.4864	2.412	0.457	0
23.3699	22.0586	21.5567	21.3783	1.813	0.178	0
23.2603	22.6970	21.9977	21.9388	1.263	0.059	0
20.7236	20.4542	20.7720	21.0958	-0.048	-0.324	0
17.4191	15.7768	16.6794	14.9519	0.740	1.727	0
22.0361	20.9902	20.6408	20.4800	1.395	0.161	0
22.0157	20.9189	20.3416	20.0203	1.674	0.321	0
23.9952	20.6980	19.2393	17.6161	4.756	1.623	0
23.5606	22.1525	21.4017	21.1769	2.159	0.225	0
20.2375	18.5507	17.8680	17.5867	2.369	0.281	0
24.9750	23.1042	21.9568	21.4262	3.018	0.531	0
23.4272	22.5918	21.9192	21.6497	1.508	0.270	0
20.7515	19.5127	18.9955	18.7600	1.756	0.236	0
23.4660	22.3751	21.9497	21.5214	1.516	0.428	0
20.7761	19.5429	19.2077	19.0449	1.568	0.163	0
22.7187	22.1063	21.6485	21.3926	1.070	0.256	0
22.8892	20.5562	19.6252	19.3223	3.264	0.303	0
23.0088	22.4659	21.6949	21.6865	1.314	0.008	0
23.2153	20.4221	19.0312	18.0864	4.184	0.945	0
23.8544	22.4388	21.2101	21.0453	2.644	0.165	0
22.6083	21.3655	21.4087	21.3397	1.200	0.069	0
21.9061	20.8701	20.6055	20.3498	1.301	0.256	0
23.9507	22.2545	21.6186	21.1783	2.332	0.440	0
23.6644	20.8690	19.4605	18.9755	4.204	0.485	0
24.8384	23.6020	21.0812	20.8181	3.757	0.263	0
22.7596	19.9636	18.5624	17.3847	4.197	1.178	0
22.0039	21.1951	20.4124	20.2488	1.592	0.164	0
22.9466	21.7832	20.7065	20.1260	2.240	0.580	0
22.7809	21.8715	21.5218	21.1884	1.259	0.333	0
24.7714	22.9369	21.9017	21.6426	2.870	0.259	0
18.1383	16.9959	17.8674	16.4086	0.271	1.459	0
23.9195	22.4401	21.9405	22.0857	1.979	-0.145	0
22.5911	22.3924	21.7097	21.3338	0.881	0.376	0
24.3837	22.4873	21.2391	20.8935	3.145	0.346	0
15.7484	15.7133	15.3069	14.4368	0.441	0.870	0
20.4810	19.4869	19.2898	19.1599	1.191	0.130	0
22.4841	21.7958	20.8505	20.5933	1.634	0.257	0
25.0006	22.8690	21.8434	21.6489	3.157	0.194	0
25.4645	22.0436	21.1676	20.8596	4.297	0.308	0
22.1714	21.5729	21.4124	21.4309	0.759	-0.019	0
21.0278	19.9467	19.5962	19.5003	1.432	0.096	0
18.8204	18.0649	17.8741	17.7863	0.946	0.088	0
21.5674	20.4739	19.5320	19.0303	2.035	0.502	0
22.7469	21.8751	21.1814	21.0282	1.566	0.153	0
23.8636	22.3208	21.4839	21.1782	2.380	0.306	0
22.0206	20.5885	20.0476	19.7913	1.973	0.256	0
24.9686	22.6269	21.2980	20.7560	3.671	0.542	0
22.4803	19.6154	18.1844	16.8036	4.296	1.381	0
24.9015	21.0051	19.4931	18.9554	5.408	0.538	0
23.8321	22.2143	21.6030	21.3108	2.229	0.292	0
22.5308	21.3019	20.9294	20.7515	1.601	0.178	0
23.4766	22.5535	21.9862	21.4397	1.490	0.547	0
21.5253	20.4573	20.2021	20.1078	1.323	0.094	0
23.4895	22.2609	21.6865	21.5672	1.803	0.119	0
24.2120	22.5337	21.9145	21.7449	2.298	0.170	0
23.1556	21.9662	21.5902	21.4338	1.565	0.156	0
21.3972	20.3685	20.1285	20.0168	1.269	0.112	0
23.0512	22.0997	21.4886	21.4042	1.563	0.084	0
22.9780	22.0366	21.2743	20.4274	1.704	0.847	0
23.1976	22.1506	21.5395	21.2386	1.658	0.301	0
25.1679	21.7614	20.4424	19.8357	4.726	0.607	0
22.4719	22.2165	21.8775	21.7339	0.594	0.144	0
23.1014	22.4549	21.9486	21.9846	1.153	-0.036	0
22.3202	21.3512	20.5286	19.5046	1.792	1.024	0
23.4867	20.5046	19.1231	18.0076	4.364	1.115	0
22.2860	19.7018	18.4274	17.8375	3.859	0.590	0
23.0615	22.1340	21.4606	21.3048	1.601	0.156	0
24.7146	22.4808	21.7384	21.3696	2.976	0.369	0
19.8539	17.9453	17.2258	16.9176	2.628	0.308	0
22.8647	22.0352	21.4535	21.1887	1.411	0.265	0
21.4562	18.8329	17.5077	16.4873	3.948	1.020	0
22.4031	21.4077	21.0365	20.7866	1.367	0.250	0
23.2854	22.3928	21.5382	21.0475	1.747	0.491	0
23.2562	22.1578	21.8360	21.6940	1.420	0.142	0
25.4111	23.6431	21.8046	19.8555	3.607	1.949	0
21.7012	20.7075	20.5177	20.3779	1.184	0.140	0
21.9543	20.4212	19.3527	18.9053	2.602	0.447	0
20.6596	18.9688	18.2447	17.9129	2.415	0.332	0
22.1450	21.4255	20.5173	20.3081	1.628	0.209	0
23.1809	21.8345	20.8151	20.4196	2.366	0.396	0
22.6725	21.6044	21.1337	20.9126	1.539	0.221	0
19.5933	18.2022	17.6605	17.4634	1.933	0.197	0
24.4544	22.0376	21.2138	21.0243	3.241	0.190	0
21.6179	18.9584	17.6978	17.0954	3.920	0.602	0
22.9449	20.3737	19.2235	18.6815	3.721	0.542	0
23.5698	21.7514	21.2693	20.9869	2.300	0.282	0
22.6535	21.9431	21.1957	20.9431	1.458	0.253	0
23.2132	21.6426	20.4624	19.9519	2.751	0.510	0
22.9252	20.3649	19.0622	18.3592	3.863	0.703	0
22.6916	21.7234	21.5432	21.3910	1.148	0.152	0
23.2582	20.9545	19.6739	19.2388	3.584	0.435	0
22.8649	21.7967	21.2577	21.0257	1.607	0.232	0
23.1162	20.3355	18.9880	17.7899	4.128	1.198	0
24.0521	22.3701	21.7029	21.4201	2.349	0.283	0
21.4413	20.4767	20.1612	20.0768	1.280	0.084	0
23.8501	22.7784	21.4192	20.0778	2.431	1.341	0
24.5143	22.9800	21.8819	21.4411	2.632	0.441	0
23.1219	22.5889	21.8151	21.4950	1.307	0.320	0
19.0461	17.6533	17.1577	16.9414	1.888	0.216	0
25.3500	21.2184	19.8778	19.1058	5.472	0.772	0
22.1325	21.2390	20.2986	19.9241	1.834	0.374	0
22.4612	21.1944	20.2420	19.9555	2.219	0.287	0
24.0468	22.1268	21.4299	21.1376	2.617	0.292	0
23.7868	22.5810	21.7113	21.3145	2.076	0.397	0
23.1058	22.7938	21.9019	21.3916	1.204	0.510	0
24.4631	22.9288	21.9814	21.7682	2.482	0.213	0
22.7621	21.0833	19.8792	19.3734	2.883	0.506	0
21.6123	18.9086	17.6385	17.0629	3.974	0.576	0
22.7212	22.3015	21.8496	21.1060	0.872	0.744	0
23.2618	22.1930	21.8878	21.6615	1.374	0.226	0
24.3561	23.0647	21.7694	21.3328	2.587	0.437	0
25.3555	21.8369	20.7497	20.3476	4.606	0.402	0
23.4373	19.8542	19.5589	19.2941	3.878	0.265	0
21.2735	20.2852	19.2691	18.8007	2.004	0.468	0
22.4339	22.0145	21.4341	21.4257	1.000	0.008	0
23.4374	21.3642	20.8069	20.6746	2.631	0.132	0
21.2765	20.2412	19.9393	19.8019	1.337	0.137	0
22.4661	21.4005	21.0133	20.8192	1.453	0.194	0
23.7792	22.2209	20.9962	20.6032	2.783	0.393	0
22.6705	22.1191	21.3629	21.1494	1.308	0.213	0
23.0231	21.9910	21.5309	21.2634	1.492	0.267	0
23.9313	21.6111	20.4037	19.8794	3.528	0.524	0
21.2508	18.8357	17.8227	17.4673	3.428	0.355	0
21.4827	20.3786	19.9425	19.7792	1.540	0.163	0
22.1234	20.8795	20.5068	20.3287	1.617	0.178	0
22.7064	21.7608	21.4485	21.3137	1.258	0.135	0
23.5695	20.4112	18.9581	17.5370	4.611	1.421	0
23.0181	20.6972	19.2647	18.7747	3.753	0.490	0
24.2107	21.7470	20.5915	20.0831	3.619	0.508	0
20.6553	18.7714	18.0748	17.7981	2.580	0.277	0
23.2515	21.6169	20.9558	20.6967	2.296	0.259	0
22.4235	20.7811	20.0948	19.7959	2.329	0.299	0
22.4627	22.1068	21.9763	21.6177	0.486	0.359	0
24.8956	22.6102	21.8853	21.7187	3.010	0.167	0
23.9757	22.8986	21.9948	21.5860	1.981	0.409	0
22.4721	21.3590	20.9662	20.7101	1.506	0.256	0
23.6840	21.2710	20.4961	20.1042	3.188	0.392	0
21.2975	20.1099	19.5550	19.3475	1.743	0.208	0
22.4970	19.8045	18.4470	17.5129	4.050	0.934	0
19.6707	18.7013	18.4279	18.2858	1.243	0.142	0
22.2852	19.6910	18.2374	17.7028	4.048	0.535	0
